3G LV-SWP 320-850,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Series name: ,Filter @ 5 mm,,Filter @ 6.76 mm,,Filter @ 9.66 mm,,Filter @ 12.57 mm,,Filter @ 18.38 mm,,Filter @ 24.19 mm,,Filter @ 30 mm,,Filter @ 35.81 mm,,Filter @ 41.62 mm,,Filter @ 47.43 mm,,Filter @ 53.24 mm,,Filter @ 58 mm,
Quantity (unit): ,Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%),Wavelength (nm),Transmission (%)
,570,-0.001576,570,-0.00473,570,-0.00611,610,-0.004347,640,-0.005682,670,-0.000198,700,-0.000592,730,-0.006196,760,0.001231,790,0.317567,810,93.303816,824,91.961187
,571,0.00197,571,0.005385,571,-0.000459,611,0.004278,641,0.004298,671,-0.00363,701,0.002104,731,-0.003327,761,-0.006154,791,0.213963,811,91.289087,825,92.466347
,572,0.003346,572,-6.50E-05,572,0.005578,612,0.004549,642,-0.006608,672,0.001516,702,-6.50E-05,732,-0.000912,762,-0.004011,792,0.156628,812,89.541494,826,93.137212
,573,-0.002102,573,-0.002628,573,-0.005388,613,-0.006662,643,-0.000461,673,0.006001,703,-0.002431,733,-0.002344,763,0.00155,793,0.123056,813,88.074116,827,94.339821
,574,0.004402,574,0.005979,574,0.001117,614,0.004224,644,0.004295,674,0.003362,704,0.000131,734,0.001301,764,0.001746,794,0.084702,814,87.414532,828,95.238141
,575,-0.002496,575,-0.000525,575,-0.003218,615,-0.002835,645,-0.00185,675,-0.004023,705,0.002102,735,0.001888,765,0.000841,795,0.072392,815,87.844998,829,96.57244
,576,0.00263,576,-0.00046,576,0.01026,616,-0.001451,646,-0.005348,676,0.000593,706,-0.001313,736,-0.005726,766,0.006132,796,0.06873,816,88.931359,830,97.454585
,577,0.00453,577,0.001575,577,-0.002429,617,0.003828,647,0.005549,677,0.003098,707,-0.00878,737,0.00065,767,0.003551,797,0.046474,817,90.323855,831,97.120397
,578,-0.00335,578,0.006175,578,-0.003219,618,0.000528,648,0.001718,678,-0.001847,708,-0.00105,738,0.00267,768,0.000258,798,0.039786,818,92.013711,832,95.988933
,579,0.003287,579,0.001841,579,0.001183,619,-0.002177,649,-0.000924,679,-0.004354,709,0.006235,739,-0.001823,769,0.01556,799,0.043438,819,93.349738,833,95.052377
,580,-0.002958,580,-0.006442,580,0.003024,620,-0.000989,650,-0.005814,680,0.00343,710,0.003086,740,-0.002992,770,0.004968,800,0.034252,820,94.092007,834,93.184185
,581,0.000525,581,0.003741,581,-0.001247,621,0.005346,651,0.006146,681,-0.002506,711,-0.003279,741,-0.003186,771,-0.004322,801,0.016863,821,94.590859,835,91.197071
,582,0.004401,582,0.004664,582,0.000328,622,0.001187,652,-6.50E-05,682,-0.000263,712,0.002488,742,0.000779,772,-0.003158,802,0.028363,822,94.683573,836,89.625442
,583,-0.003153,583,-0.004533,583,-0.00611,623,-0.007652,653,-0.002445,683,-0.001776,713,0.003601,743,-0.002273,773,0.015099,803,0.024703,823,94.447469,837,88.525841
,584,0.002103,584,0.003681,584,0.009794,624,0.001519,654,0.000264,684,0.005137,714,-0.000983,744,-0.002793,774,0.008379,804,0.014825,824,94.75373,838,88.199671
,585,-0.001904,585,0.002561,585,-0.000722,625,0.002181,655,0.003835,685,-0.002175,715,-0.004256,745,-0.000974,775,0.005988,805,0.029876,825,94.193015,839,88.436993
,586,-0.000854,586,-0.001839,586,-0.002956,626,-0.003298,656,-0.002644,686,-0.001516,716,-0.002095,746,-0.002208,776,0.000578,806,0.030311,826,93.949769,840,89.812497
,587,-0.004538,587,-0.005129,587,-0.007694,627,0.002375,657,-0.005751,687,-0.001251,717,0.001702,747,0.002402,777,-0.002058,807,0.022487,827,93.744608,841,90.963799
,588,0.004075,588,0.006769,588,0.005389,628,0.000264,658,0.000396,688,0.005729,718,-0.002946,748,0.000779,778,0.000709,808,0.01773,828,92.681795,842,93.678002
,589,-0.001511,589,0.001905,589,0.004861,629,-0.002048,659,0.004628,689,-0.000592,719,-0.000982,749,-0.003244,779,0.010049,809,0.029735,829,92.218612,843,94.926543
,590,0.005387,590,0.001248,590,-0.000985,630,-0.00033,660,-0.001519,690,-0.002042,720,-0.002287,750,-0.004603,780,0.010761,810,0.012239,830,90.110273,844,95.948252
,591,-0.001577,591,0.003023,591,-0.002629,631,0.001388,661,-0.001122,691,-0.001777,721,-0.000326,751,0.003503,781,0.002898,811,0.023871,831,88.718377,845,96.751406
,592,-0.000854,592,0.003089,592,0.002103,632,0.005679,662,-0.001386,692,0.002436,722,-0.005493,752,0.006294,782,0.013661,812,0.010439,832,87.967258,846,95.081272
,593,0.006307,593,0.004664,593,0.007424,633,-0.007528,663,0.008386,693,0.000263,723,0.003138,753,-0.002334,783,0.007085,813,0.013101,833,90.021629,847,93.236077
,594,-0.005394,594,-0.001513,594,-0.005526,634,0.00317,664,-0.002837,694,-0.003491,724,0.004056,754,0.000777,784,0.00527,814,-0.007658,834,91.387826,848,92.837076
,595,0.005325,595,0.001117,595,0.001117,635,0.00416,665,6.60E-05,695,-0.002763,725,0.000785,755,0.004728,785,0.010597,815,0.000515,835,88.690965,849,91.634912
,596,0.004474,596,-0.001974,596,0.000987,636,-0.002378,666,0.005549,696,0.007888,726,-0.005942,756,0.003369,786,0.009533,816,0.026906,836,77.467651,850,91.59419
,597,0.003156,597,0.00651,597,0.003222,637,0.000925,667,0.004027,697,-0.004272,727,-0.001043,757,-0.000517,787,0.002063,817,0.006256,837,56.414193,851,91.771512
,598,0.005458,598,0.001644,598,0.00217,638,0.001255,668,-0.001779,698,-0.004339,728,0.006658,758,0.001228,788,0.00986,818,-0.005821,838,34.472229,852,92.050956
,599,-0.001906,599,-0.005129,599,-0.006049,639,0.001452,669,-0.003827,699,0.002897,729,0.004632,759,0.000582,789,0.004822,819,-0.00388,839,18.887824,853,91.417306
,600,0.001249,600,0.003879,600,0.005589,640,-0.00337,670,0.005874,700,0.003356,730,-0.009066,760,-0.003563,790,0.009576,820,0.006709,840,9.830494,854,92.35569
,601,-0.00355,601,-0.002564,601,-0.00401,641,0.002447,671,-0.002772,701,-0.000526,731,-0.006524,761,-0.008097,791,0.007144,821,-0.003095,841,5.289318,855,93.074402
,602,-0.001512,602,-0.001446,602,-0.002959,642,0.002312,672,-0.000461,702,-0.000987,732,0.001368,762,6.40E-05,792,0.011361,822,-0.004014,842,2.954107,856,91.724462
,603,0.006045,603,0.009133,603,0.006111,643,-0.000263,673,-0.001451,703,0.003943,733,0.004884,763,-0.001873,793,0.018038,823,0.004511,843,1.692656,857,90.708699
,604,-0.005136,604,-0.004609,604,0.004741,644,-0.003039,674,0.003758,704,-0.00447,734,-0.001431,764,-0.002522,794,-0.007647,824,0.012956,844,1.101607,858,90.924796
,605,0.002305,605,-0.000329,605,-0.003557,645,0.005153,675,-0.0062,705,-0.001642,735,-0.006185,765,0.001811,795,-0.005464,825,0.004354,845,0.717636,859,91.146305
,606,0.00692,606,0.00547,606,0.001186,646,-0.000198,676,-0.000923,706,0.00407,736,-0.002603,766,0.010715,796,0.015187,826,-0.000129,846,0.453938,860,92.47648
,607,-0.002501,607,-0.000855,607,0.000263,647,0.00066,677,-0.002702,707,-0.005897,737,0.001366,767,0.009427,797,0.003085,827,0.017942,847,0.266061,861,89.942959
,608,-0.00395,608,-0.000197,608,-0.001646,648,-0.002379,678,-0.002309,708,0.000918,738,-0.005927,768,-0.00304,798,0.000965,828,0.005912,848,0.202596,862,78.804892
,609,0.004281,609,0.002634,609,0.004478,649,0.008323,679,-0.001517,709,0.00269,739,-0.000455,769,0.000129,799,-0.002895,829,-0.005628,849,0.199934,863,54.440206
,610,0.003228,610,-0.004216,610,0.006719,650,-0.003832,680,0.001781,710,-0.001707,740,0.004359,770,0.004387,800,0.004562,830,-0.018531,850,0.139973,864,31.159443
,611,-0.002369,611,0.000855,611,0.003686,651,0.000594,681,-0.003628,711,0.001508,741,-0.005071,771,-0.000258,801,-0.004762,831,0.017212,851,0.150288,865,16.54386
,612,0.005538,612,0.008901,612,0.001516,652,0.004617,682,0.00079,712,0.004386,742,-0.001493,772,-0.006703,802,-0.0018,832,0.012037,852,0.124332,866,8.710774
,613,-0.004156,613,-0.007718,613,-0.007124,653,-0.001123,683,0.001118,713,-0.00478,743,0.007728,773,-0.001226,803,0.00574,833,0.002301,853,0.141623,867,4.808045
,614,-0.002706,614,0.001452,614,-0.000594,654,0.004163,684,-0.000592,714,0.001179,744,0.003572,774,-0.004189,804,0.003158,834,0.002692,854,0.09031,868,2.480962
,615,-0.002703,615,0.002242,615,-0.002901,655,0.001851,685,-0.000527,715,0.00275,745,-0.002467,775,0.007727,805,-0.00542,835,0.011187,855,0.12886,869,1.482721
,616,0.006993,616,0.004156,616,0.009962,656,0.005883,686,0.007253,716,-0.004321,746,-0.000389,776,0.002251,806,-0.007529,836,-0.012671,856,0.098462,870,0.694443
,617,0.006732,617,0.005148,617,0.012607,657,-0.003834,687,-0.001713,717,-0.002815,747,0.000649,777,-0.006818,807,0.005782,837,0.002047,857,0.079819,871,0.875455
,618,-0.009309,618,-0.003235,618,-0.007658,658,0.004294,688,0.000987,718,0.000196,748,-0.005778,778,-0.005414,808,0.004175,838,0.020152,858,-0.094888,872,0.618263
,619,-0.000131,619,0.006862,619,-0.001319,659,0.00357,689,0.000263,719,-0.001309,749,0.000454,779,0.001674,809,-0.002119,839,0.005237,859,-0.022739,873,0.170331
,620,0.004354,620,0.001187,620,0.001121,660,0.003302,690,0.008499,720,-0.00379,750,0.005965,780,0.008441,810,0.002769,840,0.014386,860,-0.082528,874,0.253867
,621,0.001386,621,0.000792,621,0.002178,661,0,691,-0.001711,721,0.0032,751,-0.001492,781,0.003284,811,-0.002187,841,-0.015268,861,0.115618,875,-0.14034
,622,0.000791,622,0.005344,622,0.012536,662,0.000396,692,-0.001777,722,0.002354,752,-0.000129,782,0.001482,812,-0.006959,842,0.031767,862,-0.073777,,
,623,-0.007322,623,-0.008906,623,-0.005607,663,0.010829,693,-0.000526,723,-0.003596,753,-0.004798,783,-0.006312,813,0.008196,843,0.022358,863,0.065125,,
,624,0.005218,624,0.002047,624,0.000264,664,-6.50E-05,694,0.002569,724,-0.003467,754,0.005185,784,0.005784,814,-0.020337,844,0.002712,864,0.07736,,
,625,0.002115,625,0.003503,625,0.000264,665,-0.001123,695,-0.006578,725,0.003074,755,0.004728,785,-0.000834,815,-0.018312,845,0.034534,865,0.083571,,
,626,-0.004684,626,-0.003958,626,-0.000857,666,-0.000264,696,0.002497,726,0.004048,756,-0.001555,786,-0.001674,816,0.013839,846,-0.030231,866,-0.020055,,
,627,0.003959,627,0.003761,627,0.010427,667,0.007064,697,0.002366,727,-0.001108,757,-0.002782,787,-0.005802,817,0.00316,847,-0.056535,867,0.17786,,
,628,-0.00601,628,-0.001915,628,-0.001056,668,0.000329,698,-0.002761,728,-0.000587,758,0.00181,788,-0.00348,818,-0.013325,848,-0.010372,868,0.047749,,
,629,-0.000726,629,0.000792,629,-0.000396,669,-0.002969,699,0.000922,729,0.002153,759,0.000388,789,0.002507,819,0.010671,849,0.031765,869,-0.264904,,
,630,0.004757,630,0.001783,630,0.000198,670,0.000396,700,0.002369,730,-0.003717,760,-0.001943,790,0.002185,820,-0.002129,850,-0.066296,870,-0.153635,,
,631,0.00271,631,0.001388,631,-0.003305,671,0.004621,701,0.006379,731,-0.007567,761,0.000129,791,-0.007917,821,-0.002192,851,0.037024,871,0.079962,,
,632,0.002773,632,0.003302,632,0.002707,672,0.000527,702,-0.005594,732,-0.00176,762,-0.005758,792,-0.005841,822,0.006928,852,0.000757,872,0.112474,,
,633,-0.005283,633,-0.008651,633,0.001056,673,-0.001516,703,-0.000657,733,0.004363,763,-0.008527,793,0.007382,823,-0.001224,853,0.066856,873,0.017033,,
,634,0.005548,634,0.002906,634,0.004888,674,0.004417,704,0.002563,734,-0.001041,764,0.00097,794,-0.005205,824,-0.003627,854,0.102287,874,0.284503,,
,635,-0.00033,635,0.0035,635,-0.004226,675,0.00211,705,0.006175,735,-0.001497,765,0.000194,795,-0.002571,825,0.001364,855,0.116574,875,-0.029355,,
,636,-0.003369,636,0.001387,636,-0.00284,676,-0.002902,706,-0.001838,736,-0.001301,766,-0.002388,796,-0.001222,826,0.006041,856,0.034882,,,,
,637,0.005621,637,-0.001256,637,-0.000396,677,-0.00468,707,-0.006159,737,-0.00039,767,0.010266,797,0.002314,827,0.019762,857,0.006086,,,,
,638,-0.000991,638,-0.003898,638,-0.005286,678,0.003695,708,-0.00164,738,-0.004754,768,0.006793,798,0.009334,828,-0.002728,858,-0.061074,,,,
,639,0.000132,639,0.00581,639,0.007725,679,0.000989,709,0.000393,739,-0.000716,769,0.003034,799,-0.003925,829,-0.001374,859,0.014457,,,,
,640,-0.001519,640,-0.003171,640,0.002709,680,-0.003628,710,0.008011,740,0.002472,770,-0.004,800,-0.001028,830,0.014877,860,0.068946,,,,
,641,0.001587,641,-0.002513,641,0.000132,681,-0.002572,711,6.50E-05,741,-0.006242,771,0.001741,801,-0.003926,831,-0.009097,861,0.165811,,,,
,642,-0.007401,642,-0.006938,642,-0.008524,682,0.007644,712,0.00216,742,-0.002663,772,0.002513,802,0.013506,832,-0.000327,862,0.100932,,,,
,643,0.002507,643,0.002573,643,0.001187,683,0.001316,713,0.002161,743,0.003571,773,0.003097,803,0.00961,833,-0.006115,863,-0.032459,,,,
,644,0.000859,644,0.002973,644,0.000859,684,0.00461,714,0.006554,744,-0.000129,774,-0.002127,804,-0.001418,834,0.018517,864,0.002443,,,,
,645,0.001783,645,0.00066,645,0.009778,685,0.007711,715,-0.003208,745,-0.002987,775,0.005859,805,-0.000451,835,0.027309,865,0.143902,,,,
,646,-0.005546,646,-0.007527,646,-0.002178,686,0.00455,716,-0.003208,746,0.002208,776,-0.004888,806,0.00695,836,0.009899,866,-0.093336,,,,
,647,0.007201,647,0.001387,647,0.002774,687,0.005139,717,0.002291,747,-0.000259,777,-0.009456,807,-0.001477,837,0.002641,867,0.096364,,,,
,648,0.000925,648,-0.00033,648,0.001983,688,0.00968,718,0.004845,748,-0.006882,778,0.003351,808,0.006424,838,0.02002,869,-0.168103,,,,
,649,-0.001255,649,0.008456,649,0.011693,689,-0.000197,719,0.000982,749,-0.001297,779,0.008761,809,0.005009,839,0.005768,870,-0.091543,,,,
,650,-0.00621,650,-0.001916,650,-0.002576,690,0.001647,720,0.001829,750,0.001491,780,0.003028,810,-0.006699,840,-0.031504,871,0.230187,,,,
,651,0.000793,651,-0.001189,651,0.002908,691,-0.003555,721,0.006401,751,-0.003827,781,-0.002962,811,0.002702,841,-0.024536,872,-0.143803,,,,
,652,0.005211,652,-0.002111,652,0.00376,692,0.002172,722,-0.001896,752,0.004282,782,0.009086,812,0.004253,842,0.037073,873,-0.018855,,,,
,653,0.002247,653,0.002445,653,0.003437,693,-0.003029,723,0.005362,753,0.003566,783,-0.000773,813,-0.008067,843,0.016903,874,0.374998,,,,
,654,-0.000396,654,0.007666,654,0,694,0.001383,724,0.005496,754,-0.001944,784,-0.005334,814,-0.021817,844,0.012475,875,-0.282873,,,,
,655,-0.00562,655,-0.002975,655,-0.002578,695,0.001842,725,-0.000523,755,-0.002396,785,-0.00655,815,0.004964,845,0.071167,,,,,,
,656,0.004825,656,-0.00185,656,0.002776,696,-0.000591,726,-0.00111,756,0.003304,786,0.004186,816,0.012101,846,-0.007912,,,,,,
,657,-0.000198,657,-0.000132,657,-0.005751,697,0.000788,727,0.007436,757,0.002976,787,-0.001611,817,-0.004579,847,-0.074975,,,,,,
,658,0.001651,658,0.007267,658,0.004756,698,-0.000591,728,0.004961,758,-0.002909,788,-0.00406,818,-0.015848,848,-0.024087,,,,,,
,659,-0.003107,659,-0.003306,659,0.00238,699,0.001053,729,-0.001892,759,0.000777,789,0.000514,819,0.014098,849,0.044717,,,,,,
,660,0.004358,660,-0.000396,660,-0.002773,700,0.002961,730,-0.006783,760,-0.001166,790,0,820,0.00658,850,-0.054472,,,,,,
,661,0.010238,661,0.003765,661,-0.000594,701,0.000854,731,6.50E-05,761,-0.009393,791,-0.008367,821,-0.02025,851,-0.100397,,,,,,
,662,0.003103,662,0.000858,662,0.003565,702,-0.000789,732,0.005866,762,-0.00414,792,-0.010206,822,-0.002589,852,0.020044,,,,,,
,663,0.005745,663,0.001518,663,0.003698,703,0,733,0.001302,763,0.002648,793,0.009436,823,0.01405,853,0.126353,,,,,,
,664,0.005873,664,0.002969,664,-0.001451,704,-0.00184,734,-0.003969,764,0.001681,794,-0.004819,824,-0.006348,854,0.107105,,,,,,
,665,0.016188,665,0.000991,665,-0.000132,705,0.000722,735,-0.005469,765,-0.001552,795,-0.002443,825,-0.008188,855,0.037546,,,,,,
,666,0.030387,666,-0.001849,666,0.002246,706,6.50E-05,736,0.001496,766,0.006971,796,0.014222,826,0.022605,856,-0.008963,,,,,,
,667,0.032152,667,0.00231,667,-0.000924,707,-0.000982,737,0.006248,767,0.004132,797,0.009449,827,0.006435,857,0.033546,,,,,,
,668,0.032101,668,0.003229,668,0.001977,708,-0.001181,738,-0.003777,768,-0.003623,798,0.001738,828,-0.014812,858,-0.030188,,,,,,
,669,0.034379,669,-0.001649,669,0.001055,709,-0.003019,739,-0.004363,769,0.013623,799,-0.003153,829,-0.011715,859,0.055866,,,,,,
,670,0.038285,670,-0.00132,670,-0.00297,710,0.005647,740,0.002797,770,0.008129,800,6.40E-05,830,-0.004632,860,-0.032221,,,,,,
,671,0.044825,671,0.004489,671,-0.003168,711,-0.001902,741,0.002925,771,0.000193,801,-0.010813,831,0.006871,861,-0.101079,,,,,,
,672,0.040553,672,0.00567,672,0.005736,712,0.000916,742,0.003572,772,-0.003609,802,-0.002058,832,-0.009158,862,-0.059853,,,,,,
,673,0.032252,673,-0.004287,673,0.005935,713,-0.000261,743,0.001169,773,0.008001,803,0.006514,833,0.015125,863,0.082354,,,,,,
,674,0.028485,674,0.002307,674,-0.000197,714,-0.001441,744,0.002533,774,0.000386,804,-0.004254,834,0.02771,864,0.192633,,,,,,
,675,0.028893,675,0.001451,675,-0.004419,715,0.00072,745,0.004091,775,-0.00045,805,0.00058,835,0.047709,865,0.00835,,,,,,
,676,0.028631,676,0.001913,676,0.001715,716,-0.001374,746,0.001428,776,-0.000771,806,0.001094,836,-0.000725,866,-0.040041,,,,,,
,677,0.021819,677,-0.003427,677,0.001582,717,-0.002226,747,0.002921,777,-0.00759,807,0.010215,837,0.025755,867,-0.066768,,,,,,
,678,0.027915,678,0.001781,678,-0.001715,718,0.001702,748,0.000844,778,-0.006703,808,0.002955,838,0.022465,868,-0.060223,,,,,,
,679,0.033777,679,6.50E-05,679,-0.007718,719,0.001244,749,0.003634,779,0.002383,809,-0.00289,839,0.036599,869,-0.069264,,,,,,
,680,0.03925,680,0.00244,680,0.002572,720,0.000196,750,0.005317,780,0.005283,810,-0.001803,840,-0.026842,870,0.006791,,,,,,
,681,0.035426,681,0.000329,681,0.000461,721,0.003592,751,0.009796,781,0.000579,811,0.003603,841,-0.014868,871,0.201726,,,,,,
,682,0.04514,682,0.004415,682,-0.000329,722,-0.002092,752,0.012004,782,0.005864,812,0.007539,842,0.028543,872,-0.072145,,,,,,
,683,0.050732,683,-0.003026,683,-0.001908,723,0.003138,753,0.002334,783,-0.002447,813,0.015748,843,0.023234,873,-0.002383,,,,,,
,684,0.072914,684,0.000197,684,0.000724,724,0.005038,754,0.007,784,-0.006298,814,-0.013064,844,-0.021358,874,0.597875,,,,,,
,685,0.078371,685,0.009096,685,-0.002438,725,-0.003401,755,0.004987,785,0.007514,815,0.005029,845,0.011037,875,-0.259955,,,,,,
,686,0.088233,686,0.010617,686,0.004616,726,-0.005158,756,0.00285,786,0.005539,816,0.017251,846,0.018192,,,,,,,,
,687,0.0958,687,0.006654,687,0.003426,727,0.002935,757,0.008928,787,-0.006253,817,-0.00245,847,-0.037892,,,,,,,,
,688,0.107476,688,0.013566,688,-0.000131,728,0.001697,758,0.002974,788,0.00406,818,-0.015589,848,-0.017741,,,,,,,,
,689,0.108714,689,0.020137,689,-0.003487,729,0.003653,759,-0.006153,789,-6.40E-05,819,-0.021859,849,-0.015746,,,,,,,,
,690,0.107463,690,0.0338,690,-0.000856,730,-0.001891,760,-0.000323,790,-0.000642,820,-0.009419,850,-0.02228,,,,,,,,
,691,0.089147,691,0.034697,691,0.000855,731,-0.002218,761,-0.001425,791,-0.003025,821,-0.009932,851,-0.078223,,,,,,,,
,692,0.076311,692,0.036806,692,0.00158,732,-0.000391,762,-0.005176,792,-0.004044,822,0.003496,852,0.005992,,,,,,,,
,693,0.063083,693,0.043394,693,-0.00395,733,0.002865,763,-0.001227,793,-0.001668,823,-0.00406,853,-0.022767,,,,,,,,
,694,0.066269,694,0.044596,694,0.000922,734,0.001822,764,0.002651,794,-0.008033,824,0.012827,854,0.029185,,,,,,,,
,695,0.053221,695,0.038682,695,-0.001644,735,0.000651,765,0.002975,795,0.008679,825,0.005133,855,0.049142,,,,,,,,
,696,0.046081,696,0.047593,696,0.00631,736,-0.003318,766,-0.001097,796,0.019949,826,0.008574,856,-0.003404,,,,,,,,
,697,0.038522,697,0.03484,697,0.002235,737,-0.001627,767,0.003034,797,0.00752,827,0.005655,857,0.059415,,,,,,,,
,698,0.041295,698,0.026565,698,-0.002564,738,0.004038,768,-0.002717,798,0.00103,828,0.001299,858,0.032768,,,,,,,,
,699,0.037343,699,0.034182,699,0.000395,739,0.000325,769,0.002259,799,0.0074,829,0.005497,859,0.00772,,,,,,,,
,700,0.030276,700,0.03021,700,-0.000987,740,-0.004944,770,0.00529,800,0.001606,830,-0.00672,860,0.013442,,,,,,,,
,701,0.041958,701,0.027818,701,0.005392,741,-0.002535,771,-6.40E-05,801,-0.006243,831,0.007657,861,0.086609,,,,,,,,
,702,0.035804,702,0.028367,702,-0.001118,742,0.003637,772,-0.004899,802,-0.002958,832,0.021588,862,-0.054726,,,,,,,,
,703,0.036016,703,0.029509,703,-0.005192,743,0.000259,773,0.006452,803,0.000322,833,0.010061,863,0.091382,,,,,,,,
,704,0.0307,704,0.033396,704,0.000197,744,0.001688,774,-0.001546,804,-0.00058,834,-0.016218,864,-0.091464,,,,,,,,
,705,0.04152,705,0.03495,705,0.001708,745,-0.000844,775,-0.004185,805,-0.004129,835,0.023953,865,-0.070837,,,,,,,,
,706,0.04018,706,0.042741,706,-0.000196,746,-0.007664,776,-0.006561,806,0.005212,836,0.013397,866,-0.06746,,,,,,,,
,707,0.031453,707,0.049539,707,0.000131,747,0.002856,777,-0.008619,807,0.003212,837,0,867,-0.011824,,,,,,,,
,708,0.040892,708,0.058942,708,0.001247,748,-0.000454,778,-0.004189,808,-0.002312,838,0.003171,868,-0.207145,,,,,,,,
,709,0.051128,709,0.074297,709,-0.001181,749,-0.006359,779,0.000322,809,-0.010917,839,0.014719,869,-0.245094,,,,,,,,
,710,0.053255,710,0.084381,710,0.007092,750,0.00175,780,0.000579,810,0.001868,840,-0.021047,870,-0.065972,,,,,,,,
,711,0.052083,711,0.092097,711,0.001836,751,0.000778,781,0.005925,811,-0.003731,841,-0.034337,871,0.290035,,,,,,,,
,712,0.071565,712,0.109279,712,-0.001767,752,0.00253,782,0.004768,812,-0.00857,842,0.006111,872,-0.163339,,,,,,,,
,713,0.068566,713,0.105829,713,0.001047,753,0.001426,783,-0.004315,813,0.014521,843,0.00862,873,0.025514,,,,,,,,
,714,0.080488,714,0.104215,714,0.003342,754,0.004991,784,0.006556,814,-0.006435,844,-0.022104,874,0.035377,,,,,,,,
,715,0.101621,715,0.100574,715,-0.002029,755,0.000453,785,-0.000385,815,-0.011928,845,0.021871,875,-0.098959,,,,,,,,
,716,0.11523,716,0.086422,716,0.001113,756,-0.000971,786,0.000579,816,0.011522,846,-0.018057,,,,,,,,,,
,717,0.133785,717,0.073735,717,-0.001113,757,0.009575,787,0.001096,817,0.016188,847,-0.056467,,,,,,,,,,
,718,0.168005,718,0.070187,718,-0.001833,758,0.005172,788,0.001933,818,0.004851,848,-0.008529,,,,,,,,,,
,719,0.223674,719,0.063925,719,0.003864,759,-0.00408,789,-0.007651,819,0.014486,849,0.001295,,,,,,,,,,
,720,0.263768,720,0.04895,720,0.001829,760,0.002397,790,-0.00662,820,0.018644,850,-0.009226,,,,,,,,,,
,721,0.335814,721,0.046116,721,0.001633,761,0,791,-0.003797,821,-0.012576,851,-0.033534,,,,,,,,,,
,722,0.44886,722,0.044075,722,0.003792,762,-0.001229,792,-0.007959,822,0.000194,852,-0.031892,,,,,,,,,,
,723,0.589794,723,0.046757,723,0.011574,763,0.006137,793,-0.001412,823,0.011858,853,0.112803,,,,,,,,,,
,724,0.778044,724,0.039324,724,0.010534,764,0.006337,794,-0.000963,824,0.004599,854,0.114884,,,,,,,,,,
,725,1.05602,725,0.032644,725,0.018056,765,0.00938,795,0.002635,825,-0.009487,855,-0.044241,,,,,,,,,,
,726,1.463144,726,0.039637,726,0.015476,766,0.02453,796,0.001801,826,0.016953,856,0.007157,,,,,,,,,,
,727,2.033482,727,0.036789,727,0.01996,767,0.03138,797,-0.004499,827,0.012286,857,0.022479,,,,,,,,,,
,728,2.817613,728,0.03597,728,0.030029,768,0.03526,798,0.005279,828,0.011369,858,-0.134559,,,,,,,,,,
,729,3.874326,729,0.041625,729,0.041951,769,0.052041,799,-0.004955,829,0.01741,859,0.021756,,,,,,,,,,
,730,5.25576,730,0.032938,730,0.035873,770,0.048841,800,0.000706,830,0.014289,860,0.081142,,,,,,,,,,
,731,6.945085,731,0.034903,731,0.033924,771,0.053224,801,0.004762,831,-0.004254,861,0.014192,,,,,,,,,,
,732,8.895731,732,0.043674,732,0.046998,772,0.052407,802,0.01074,832,0.014719,862,-0.144506,,,,,,,,,,
,733,11.100198,733,0.046371,733,0.046762,773,0.040329,803,0.00187,833,0.028409,863,0.012129,,,,,,,,,,
,734,13.498892,734,0.04842,734,0.036445,774,0.03919,804,0.000257,834,0.011556,864,-0.225169,,,,,,,,,,
,735,16.065664,735,0.048575,735,0.03119,775,0.036446,805,0.004775,835,0.020202,865,-0.093244,,,,,,,,,,
,736,18.934382,736,0.056878,736,0.03345,776,0.02991,806,0.005277,836,0.022966,866,-0.155186,,,,,,,,,,
,737,22.286069,737,0.061178,737,0.030068,777,0.036602,807,-0.001477,837,0.02351,867,0.043473,,,,,,,,,,
,738,26.346991,738,0.067933,738,0.026964,778,0.029391,808,0.001092,838,0.00436,868,-0.301258,,,,,,,,,,
,739,31.347507,739,0.073717,739,0.036142,779,0.026219,809,0.00411,839,0.009879,869,-0.414743,,,,,,,,,,
,740,37.557997,740,0.088488,740,0.031166,780,0.035891,810,-0.00219,840,-0.001531,870,-0.086069,,,,,,,,,,
,741,44.878123,741,0.095841,741,0.024122,781,0.03027,811,-0.001801,841,0.0026,871,0.011912,,,,,,,,,,
,742,52.943071,742,0.124059,742,0.03306,782,0.031704,812,0.002771,842,6.70E-05,872,-0.201505,,,,,,,,,,
,743,60.255935,743,0.14171,743,0.045981,783,0.038586,813,-0.005485,843,0.047209,873,0.318091,,,,,,,,,,
,744,65.805881,744,0.170182,744,0.043065,784,0.042871,814,-0.012227,844,0.016205,874,0.23356,,,,,,,,,,
,745,68.081956,745,0.214163,745,0.050131,785,0.046242,815,0.005674,845,-0.002505,875,0.302821,,,,,,,,,,
