Wavelength	Intensity
8.914662756598E+2	3.214000000000E+3
8.915249266862E+2	3.232000000000E+3
8.915835777126E+2	3.289000000000E+3
8.916422287390E+2	3.396000000000E+3
8.917008797654E+2	3.436000000000E+3
8.917595307918E+2	3.493000000000E+3
8.918181818182E+2	3.621000000000E+3
8.918768328446E+2	3.632000000000E+3
8.919354838710E+2	3.720000000000E+3
8.919941348974E+2	3.847000000000E+3
8.920527859238E+2	3.879000000000E+3
8.921114369501E+2	3.976000000000E+3
8.921700879765E+2	4.116000000000E+3
8.922287390029E+2	4.130000000000E+3
8.922873900293E+2	4.225000000000E+3
8.923460410557E+2	4.328000000000E+3
8.924046920821E+2	4.392000000000E+3
8.924633431085E+2	4.465000000000E+3
8.925219941349E+2	4.576000000000E+3
8.925806451613E+2	4.616000000000E+3
8.926392961877E+2	4.720000000000E+3
8.926979472141E+2	4.845000000000E+3
8.927565982405E+2	4.872000000000E+3
8.928152492669E+2	4.941000000000E+3
8.928739002933E+2	5.095000000000E+3
8.929325513196E+2	5.144000000000E+3
8.929912023460E+2	5.235000000000E+3
8.930498533724E+2	5.352000000000E+3
8.931085043988E+2	5.399000000000E+3
8.931671554252E+2	5.461000000000E+3
8.932258064516E+2	5.624000000000E+3
8.932844574780E+2	5.676000000000E+3
8.933431085044E+2	5.755000000000E+3
8.934017595308E+2	5.908000000000E+3
8.934604105572E+2	5.952000000000E+3
8.935190615836E+2	6.040000000000E+3
8.935777126100E+2	6.164000000000E+3
8.936363636364E+2	6.225000000000E+3
8.936950146628E+2	6.292000000000E+3
8.937536656891E+2	6.423000000000E+3
8.938123167155E+2	6.485000000000E+3
8.938709677419E+2	6.582000000000E+3
8.939296187683E+2	6.718000000000E+3
8.939882697947E+2	6.792000000000E+3
8.940469208211E+2	6.867000000000E+3
8.941055718475E+2	6.986000000000E+3
8.941642228739E+2	7.050000000000E+3
8.942228739003E+2	7.130000000000E+3
8.942815249267E+2	7.257000000000E+3
8.943401759531E+2	7.296000000000E+3
8.943988269795E+2	7.376000000000E+3
8.944574780059E+2	7.518000000000E+3
8.945161290323E+2	7.600000000000E+3
8.945747800587E+2	7.652000000000E+3
8.946334310850E+2	7.775000000000E+3
8.946920821114E+2	7.852000000000E+3
8.947507331378E+2	7.907000000000E+3
8.948093841642E+2	8.017000000000E+3
8.948680351906E+2	8.099000000000E+3
8.949266862170E+2	8.151000000000E+3
8.949853372434E+2	8.257000000000E+3
8.950439882698E+2	8.328000000000E+3
8.951026392962E+2	8.399000000000E+3
8.951612903226E+2	8.461000000000E+3
8.952199413490E+2	8.592000000000E+3
8.952785923754E+2	8.616000000000E+3
8.953372434018E+2	8.691000000000E+3
8.953958944282E+2	8.796000000000E+3
8.954545454545E+2	8.850000000000E+3
8.955131964809E+2	8.907000000000E+3
8.955718475073E+2	9.004000000000E+3
8.956304985337E+2	9.082000000000E+3
8.956891495601E+2	9.148000000000E+3
8.957478005865E+2	9.221000000000E+3
8.958064516129E+2	9.233000000000E+3
8.958651026393E+2	9.299000000000E+3
8.959237536657E+2	9.389000000000E+3
8.959824046921E+2	9.461000000000E+3
8.960410557185E+2	9.493000000000E+3
8.960997067449E+2	9.608000000000E+3
8.961583577713E+2	9.582000000000E+3
8.962170087977E+2	9.668000000000E+3
8.962756598240E+2	9.765000000000E+3
8.963343108504E+2	9.797000000000E+3
8.963929618768E+2	9.807000000000E+3
8.964516129032E+2	9.928000000000E+3
8.965102639296E+2	9.914000000000E+3
8.965689149560E+2	9.975000000000E+3
8.966275659824E+2	1.002500000000E+4
8.966862170088E+2	1.006900000000E+4
8.967448680352E+2	1.010200000000E+4
8.968035190616E+2	1.015300000000E+4
8.968621700880E+2	1.015500000000E+4
8.969208211144E+2	1.023100000000E+4
8.969794721408E+2	1.025300000000E+4
8.970381231672E+2	1.024300000000E+4
8.970967741935E+2	1.025200000000E+4
8.971554252199E+2	1.031200000000E+4
8.972140762463E+2	1.031300000000E+4
8.972727272727E+2	1.037600000000E+4
8.973313782991E+2	1.040600000000E+4
8.973900293255E+2	1.038700000000E+4
8.974486803519E+2	1.041900000000E+4
8.975073313783E+2	1.044500000000E+4
8.975659824047E+2	1.045700000000E+4
8.976246334311E+2	1.046600000000E+4
8.976832844575E+2	1.051600000000E+4
8.977419354839E+2	1.048200000000E+4
8.978005865103E+2	1.050100000000E+4
8.978592375367E+2	1.048300000000E+4
8.979178885630E+2	1.051300000000E+4
8.979765395894E+2	1.053600000000E+4
8.980351906158E+2	1.050600000000E+4
8.980938416422E+2	1.048100000000E+4
8.981524926686E+2	1.051900000000E+4
8.982111436950E+2	1.050900000000E+4
8.982697947214E+2	1.045900000000E+4
8.983284457478E+2	1.047600000000E+4
8.983870967742E+2	1.048500000000E+4
8.984457478006E+2	1.045100000000E+4
8.985043988270E+2	1.048400000000E+4
8.985630498534E+2	1.045900000000E+4
8.986217008798E+2	1.039900000000E+4
8.986803519062E+2	1.039400000000E+4
8.987390029326E+2	1.039800000000E+4
8.987976539589E+2	1.036500000000E+4
8.988563049853E+2	1.035800000000E+4
8.989149560117E+2	1.033800000000E+4
8.989736070381E+2	1.031000000000E+4
8.990322580645E+2	1.032900000000E+4
8.990909090909E+2	1.028000000000E+4
8.991495601173E+2	1.020700000000E+4
8.992082111437E+2	1.022500000000E+4
8.992668621701E+2	1.018900000000E+4
8.993255131965E+2	1.015700000000E+4
8.993841642229E+2	1.016600000000E+4
8.994428152493E+2	1.011000000000E+4
8.995014662757E+2	1.007200000000E+4
8.995601173021E+2	1.003600000000E+4
8.996187683284E+2	9.996000000000E+3
8.996774193548E+2	9.933000000000E+3
8.997360703812E+2	9.923000000000E+3
8.997947214076E+2	9.868000000000E+3
8.998533724340E+2	9.771000000000E+3
8.999120234604E+2	9.753000000000E+3
8.999706744868E+2	9.742000000000E+3
9.000293255132E+2	9.685000000000E+3
9.000879765396E+2	9.623000000000E+3
9.001466275660E+2	9.571000000000E+3
9.002052785924E+2	9.512000000000E+3
9.002639296188E+2	9.499000000000E+3
9.003225806452E+2	9.454000000000E+3
9.003812316716E+2	9.400000000000E+3
9.004398826979E+2	9.358000000000E+3
9.004985337243E+2	9.310000000000E+3
9.005571847507E+2	9.240000000000E+3
9.006158357771E+2	9.198000000000E+3
9.006744868035E+2	9.138000000000E+3
9.007331378299E+2	9.094000000000E+3
9.007917888563E+2	9.009000000000E+3
9.008504398827E+2	8.999000000000E+3
9.009090909091E+2	8.898000000000E+3
9.009677419355E+2	8.876000000000E+3
9.010263929619E+2	8.824000000000E+3
9.010850439883E+2	8.752000000000E+3
9.011436950147E+2	8.669000000000E+3
9.012023460411E+2	8.652000000000E+3
9.012609970674E+2	8.572000000000E+3
9.013196480938E+2	8.520000000000E+3
9.013782991202E+2	8.495000000000E+3
9.014369501466E+2	8.380000000000E+3
9.014956011730E+2	8.326000000000E+3
9.015542521994E+2	8.303000000000E+3
9.016129032258E+2	8.208000000000E+3
9.016715542522E+2	8.124000000000E+3
9.017302052786E+2	8.142000000000E+3
9.017888563050E+2	8.019000000000E+3
9.018475073314E+2	7.940000000000E+3
9.019061583578E+2	7.908000000000E+3
9.019648093842E+2	7.819000000000E+3
9.020234604106E+2	7.758000000000E+3
9.020821114370E+2	7.743000000000E+3
9.021407624633E+2	7.617000000000E+3
9.021994134897E+2	7.549000000000E+3
9.022580645161E+2	7.520000000000E+3
9.023167155425E+2	7.443000000000E+3
9.023753665689E+2	7.382000000000E+3
9.024340175953E+2	7.334000000000E+3
9.024926686217E+2	7.247000000000E+3
9.025513196481E+2	7.149000000000E+3
9.026099706745E+2	7.123000000000E+3
9.026686217009E+2	7.039000000000E+3
9.027272727273E+2	6.960000000000E+3
9.027859237537E+2	6.918000000000E+3
9.028445747801E+2	6.858000000000E+3
9.029032258065E+2	6.756000000000E+3
9.029618768328E+2	6.740000000000E+3
9.030205278592E+2	6.644000000000E+3
9.030791788856E+2	6.598000000000E+3
9.031378299120E+2	6.566000000000E+3
